    Time;    t;EOR
19500828; 28.0;EOR
19500829; 25.9;EOR
19500830; 22.2;EOR
19500831; 23.7;EOR
19500901; 24.6;EOR
19500902; 18.9;EOR
19500903; 18.3;EOR
19500904; 17.0;EOR
19500905; 18.0;EOR
19500906; 20.1;EOR
19500907; 23.2;EOR
19500908; 19.1;EOR
19500909; 16.7;EOR
19500910; 21.9;EOR
19500911; 22.6;EOR
19500912; 24.1;EOR
19500913; 19.5;EOR
19500914; 19.5;EOR
19500915; 22.4;EOR
19500916; 16.2;EOR
19500917; 13.0;EOR
19500918; 14.8;EOR
19500919; 15.0;EOR
19500920; 15.4;EOR
19500921; 16.7;EOR
19500922; 13.5;EOR
19500923; 12.2;EOR
19500924; 11.6;EOR
19500925; 14.3;EOR
19500926; 17.6;EOR
19500927; 14.5;EOR
19500928; 13.3;EOR
19500929; 13.7;EOR
19500930; 14.3;EOR
19501001; 17.8;EOR
19501002; 14.2;EOR
19501003; 13.2;EOR
19501004; 11.2;EOR
19501005; 12.0;EOR
19501006; 11.9;EOR
19501007; 11.8;EOR
19501008; 12.1;EOR
19501009; 12.9;EOR
19501010; 12.7;EOR
19501011; 13.2;EOR
19501012;  9.6;EOR
19501013;  9.9;EOR
19501014;  9.7;EOR
19501015;  7.1;EOR
19501016;  8.6;EOR
19501017; 12.7;EOR
19501018; 12.3;EOR
19501019; 11.1;EOR
19501020; 11.0;EOR
19501021; 10.1;EOR
19501022;  6.7;EOR
19501023;  4.6;EOR
19501024;  5.7;EOR
19501025;  5.0;EOR
19501026;  6.3;EOR
19501027;  2.8;EOR
19501028;  2.2;EOR
19501029;  4.3;EOR
19501030;  9.4;EOR
19501031;  8.0;EOR
19501101;  8.8;EOR
19501102;  7.7;EOR
19501103;  6.4;EOR
19501104;  6.6;EOR
19501105;  5.2;EOR
19501106;  3.5;EOR
19501107;  4.6;EOR
19501108;  4.8;EOR
19501109;  2.9;EOR
19501110;  2.0;EOR
19501111;  3.8;EOR
19501112; 11.5;EOR
19501113; 11.3;EOR
19501114;  9.1;EOR
19501115;  5.8;EOR
19501116;  6.1;EOR
19501117;  8.2;EOR
19501118;  4.6;EOR
19501119;  3.5;EOR
19501120;  6.7;EOR
19501121;  8.7;EOR
19501122;  9.0;EOR
19501123;  8.4;EOR
19501124;  7.2;EOR
19501125;  8.1;EOR
19501126;  5.3;EOR
19501127;  3.1;EOR
19501128;  3.1;EOR
19501129;  2.2;EOR
19501130;  5.2;EOR
19501201;  3.9;EOR
19501202;  2.5;EOR
19501203;  6.0;EOR
19501204;  5.8;EOR
19501205;  2.3;EOR
19501206;  1.1;EOR
19501207;  1.4;EOR
19501208;  5.0;EOR
19501209;  8.5;EOR
19501210;  6.2;EOR
19501211;  4.0;EOR
19501212;  6.0;EOR
19501213;  4.7;EOR
19501214;  6.1;EOR
19501215;  7.5;EOR
19501216;  8.8;EOR
19501217;  3.8;EOR
19501218;  3.3;EOR
19501219;  0.2;EOR
19501220; -0.5;EOR
19501221; -0.2;EOR
19501222;  0.4;EOR
19501223;  2.9;EOR
19501224;  6.1;EOR
19501225;  7.5;EOR
19501226;  6.7;EOR
19501227;  3.3;EOR
19501228;  1.3;EOR
19501229;  0.4;EOR
19501230; -0.8;EOR
19501231; -0.6;EOR
19510101; -0.3;EOR
19510102;  2.3;EOR
19510103;  2.8;EOR
19510104;  3.6;EOR
19510105;  4.9;EOR
19510106;  2.9;EOR
19510107;  1.3;EOR
19510108;  6.2;EOR
19510109;  2.3;EOR
19510110;  2.8;EOR
19510111;  2.7;EOR
19510112;  7.1;EOR
19510113;  5.8;EOR
19510114;  5.2;EOR
19510115;  4.7;EOR
19510116;  3.6;EOR
19510117;  1.2;EOR
19510118;  0.6;EOR
19510119;  4.4;EOR
19510120;  3.2;EOR
19510121;  1.9;EOR
19510122; -2.5;EOR
19510123; -1.3;EOR
19510124; -1.1;EOR
19510125; -2.5;EOR
19510126;  1.8;EOR
19510127;  3.6;EOR
19510128;  3.5;EOR
19510129;  2.9;EOR
19510130;  4.5;EOR
19510131;  4.9;EOR
19510201;  5.3;EOR
19510202;  1.8;EOR
19510203; -0.9;EOR
19510204; -0.4;EOR
19510205;  3.2;EOR
19510206;  6.5;EOR
19510207;  7.0;EOR
19510208;  7.9;EOR
19510209;  4.9;EOR
19510210;  4.3;EOR
19510211;  2.0;EOR
19510212;  2.9;EOR
19510213;  5.9;EOR
19510214;  6.7;EOR
19510215;  6.0;EOR
19510216;  4.9;EOR
19510217;  4.7;EOR
19510218;  3.6;EOR
19510219;  0.8;EOR
19510220;  3.8;EOR
19510221;  4.5;EOR
19510222;  4.5;EOR
19510223;  4.5;EOR
19510224;  5.4;EOR
19510225;  6.3;EOR
19510226;  4.2;EOR
19510227;  2.9;EOR
19510228;  1.9;EOR
19510301;  1.1;EOR
19510302;  5.1;EOR
19510303;  2.1;EOR
19510304; -0.8;EOR
19510305;  0.9;EOR
19510306;  4.4;EOR
19510307;  6.2;EOR
19510308;  9.6;EOR
19510309;  5.7;EOR
19510310;  3.7;EOR
19510311;  3.5;EOR
19510312;  7.6;EOR
19510313; 10.5;EOR
19510314;  9.0;EOR
19510315;  8.8;EOR
19510316;  9.3;EOR
19510317; 10.7;EOR
19510318; 13.2;EOR
19510319; 13.8;EOR
19510320;  7.3;EOR
19510321;  2.2;EOR
19510322;  4.0;EOR
19510323;  5.5;EOR
19510324; 10.5;EOR
19510325;  3.9;EOR
19510326;  3.8;EOR
19510327;  8.1;EOR
19510328;  7.0;EOR
19510329;  3.9;EOR
19510330;  6.6;EOR
19510331; 10.4;EOR
19510401;  6.5;EOR
19510402;  8.9;EOR
19510403; 11.0;EOR
19510404; 12.6;EOR
19510405; 13.0;EOR
19510406; 12.9;EOR
19510407; 12.4;EOR
19510408; 13.5;EOR
19510409;  9.6;EOR
19510410; 10.8;EOR
19510411; 10.1;EOR
19510412;  9.9;EOR
19510413; 12.0;EOR
19510414; 10.5;EOR
19510415;  7.4;EOR
19510416;  8.6;EOR
19510417; 12.8;EOR
19510418; 15.9;EOR
19510419; 16.8;EOR
19510420; 11.4;EOR
19510421; 12.4;EOR
19510422;  7.3;EOR
19510423;  8.5;EOR
19510424; 15.4;EOR
19510425; 16.1;EOR
19510426; 17.5;EOR
19510427; 13.7;EOR
19510428; 16.1;EOR
19510429; 17.4;EOR
19510430; 16.4;EOR
19510501; 16.5;EOR
19510502; 19.7;EOR
19510503; 18.1;EOR
19510504; 16.9;EOR
19510505; 13.4;EOR
19510506; 12.7;EOR
19510507; 17.2;EOR
19510508; 15.3;EOR
19510509; 16.3;EOR
19510510; 16.6;EOR
19510511; 10.6;EOR
19510512;  9.2;EOR
19510513; 13.3;EOR
19510514; 14.7;EOR
19510515; 13.5;EOR
19510516; 10.8;EOR
19510517; 14.1;EOR
19510518; 14.5;EOR
19510519; 17.0;EOR
19510520; 18.3;EOR
19510521; 19.4;EOR
19510522; 19.2;EOR
19510523; 19.5;EOR
19510524; 18.6;EOR
19510525; 16.2;EOR
19510526; 16.9;EOR
19510527; 22.0;EOR
19510528; 23.0;EOR
19510529; 19.2;EOR
19510530; 18.0;EOR
19510531; 16.8;EOR
19510601; 15.1;EOR
19510602; 19.9;EOR
19510603; 16.0;EOR
19510604; 17.4;EOR
19510605; 18.2;EOR
19510606; 17.6;EOR
19510607; 18.1;EOR
19510608; 20.4;EOR
19510609; 16.8;EOR
19510610; 19.2;EOR
19510611; 18.0;EOR
19510612; 19.1;EOR
19510613; 19.0;EOR
19510614; 20.0;EOR
19510615; 21.9;EOR
19510616; 23.7;EOR
19510617; 26.0;EOR
19510618; 26.4;EOR
19510619; 25.5;EOR
19510620; 20.1;EOR
19510621; 21.9;EOR
19510622; 23.3;EOR
19510623; 26.1;EOR
19510624; 26.8;EOR
19510625; 19.9;EOR
19510626; 20.6;EOR
19510627; 19.7;EOR
19510628; 20.7;EOR
19510629; 19.3;EOR
19510630; 19.5;EOR
19510701; 18.8;EOR
19510702; 20.2;EOR
19510703; 21.9;EOR
19510704; 26.0;EOR
19510705; 18.5;EOR
19510706; 17.4;EOR
19510707; 21.3;EOR
19510708; 23.4;EOR
19510709; 23.7;EOR
19510710; 25.0;EOR
19510711; 27.4;EOR
19510712; 27.7;EOR
19510713; 25.2;EOR
19510714; 26.8;EOR
19510715; 26.5;EOR
19510716; 24.3;EOR
19510717; 22.7;EOR
19510718; 22.4;EOR
19510719; 20.9;EOR
19510720; 19.7;EOR
19510721; 19.1;EOR
19510722; 18.9;EOR
19510723; 21.4;EOR
19510724; 18.0;EOR
19510725; 20.0;EOR
19510726; 19.0;EOR
19510727; 19.8;EOR
19510728; 22.1;EOR
19510729; 22.1;EOR
19510730; 23.0;EOR
19510731; 24.1;EOR
19510801; 24.1;EOR
19510802; 24.7;EOR
19510803; 25.6;EOR
19510804; 27.3;EOR
19510805; 25.2;EOR
19510806; 22.7;EOR
19510807; 24.6;EOR
19510808; 26.2;EOR
19510809; 24.0;EOR
19510810; 20.1;EOR
19510811; 19.8;EOR
19510812; 21.3;EOR
19510813; 23.1;EOR
19510814; 22.0;EOR
19510815; 19.5;EOR
19510816; 20.8;EOR
19510817; 16.9;EOR
19510818; 18.2;EOR
19510819; 19.4;EOR
19510820; 20.1;EOR
19510821; 22.6;EOR
19510822; 22.0;EOR
19510823; 22.5;EOR
19510824; 22.1;EOR
19510825; 23.5;EOR
19510826; 23.3;EOR
19510827; 22.6;EOR
19510828; 22.8;EOR
19510829; 23.6;EOR
19510830; 24.8;EOR
19510831; 25.6;EOR
19510901; 20.5;EOR
19510902; 20.5;EOR
19510903; 20.2;EOR
19510904; 19.1;EOR
19510905; 22.3;EOR
19510906; 24.3;EOR
19510907; 24.8;EOR
19510908; 24.0;EOR
19510909; 23.3;EOR
19510910; 21.0;EOR
19510911; 19.5;EOR
19510912; 20.8;EOR
19510913; 21.5;EOR
19510914; 21.1;EOR
19510915; 22.0;EOR
19510916; 21.9;EOR
19510917; 19.2;EOR
19510918; 15.4;EOR
19510919; 15.1;EOR
19510920; 12.4;EOR
19510921; 11.8;EOR
19510922; 11.8;EOR
19510923; 12.0;EOR
19510924; 12.3;EOR
19510925; 14.4;EOR
19510926; 15.3;EOR
19510927; 16.4;EOR
19510928; 16.0;EOR
19510929; 15.4;EOR
19510930; 15.8;EOR
19511001; 16.3;EOR
19511002; 15.7;EOR
19511003; 15.0;EOR
19511004; 12.6;EOR
19511005; 10.6;EOR
19511006; 10.0;EOR
19511007; 10.0;EOR
19511008;  8.0;EOR
19511009;  7.9;EOR
19511010;  6.7;EOR
19511011;  7.0;EOR
19511012;  7.7;EOR
19511013;  8.9;EOR
19511014;  6.5;EOR
19511015;  7.0;EOR
19511016;  6.7;EOR
19511017;  6.8;EOR
19511018;  7.1;EOR
19511019;  7.9;EOR
19511020; 11.0;EOR
19511021; 12.1;EOR
19511022; 12.9;EOR
19511023; 12.9;EOR
19511024; 12.3;EOR
19511025; 12.1;EOR
19511026; 11.7;EOR
19511027; 11.0;EOR
19511028;  8.3;EOR
19511029;  9.4;EOR
19511030;  7.4;EOR
19511031;  9.7;EOR
19511101;  9.4;EOR
19511102;  7.3;EOR
19511103;  7.5;EOR
19511104;  7.1;EOR
19511105;  5.9;EOR
19511106;  5.7;EOR
19511107;  6.8;EOR
19511108;  9.1;EOR
19511109; 10.6;EOR
19511110; 12.2;EOR
19511111; 10.9;EOR
19511112; 15.6;EOR
19511113; 11.9;EOR
19511114; 10.4;EOR
19511115;  8.0;EOR
19511116;  5.9;EOR
19511117;  4.6;EOR
19511118;  7.3;EOR
19511119;  9.2;EOR
19511120;  7.7;EOR
19511121; 10.0;EOR
19511122;  9.9;EOR
19511123;  6.7;EOR
19511124;  7.6;EOR
19511125;  9.3;EOR
19511126;  6.4;EOR
19511127;  4.9;EOR
19511128;  6.2;EOR
19511129;  4.5;EOR
19511130;  5.7;EOR
19511201;  6.4;EOR
19511202;  2.6;EOR
19511203;  2.9;EOR
19511204;  4.5;EOR
19511205;  7.7;EOR
19511206;  5.2;EOR
19511207;  7.7;EOR
19511208;  3.0;EOR
19511209;  2.6;EOR
19511210;  4.8;EOR
19511211;  1.6;EOR
19511212; -0.5;EOR
19511213;  2.4;EOR
19511214;  4.4;EOR
19511215;  1.4;EOR
19511216;  4.4;EOR
19511217;  3.9;EOR
19511218;  0.5;EOR
19511219;  0.4;EOR
19511220; -2.1;EOR
19511221; -2.1;EOR
19511222; -1.0;EOR
19511223; -2.9;EOR
19511224; -5.1;EOR
19511225; -4.2;EOR
19511226;  0.8;EOR
19511227;  3.4;EOR
19511228;  3.4;EOR
19511229;  5.0;EOR
19511230;  4.3;EOR
19511231;  2.8;EOR
19520101;  2.0;EOR
19520102;  4.0;EOR
19520103;  1.6;EOR
19520104;  2.2;EOR
19520105;  1.8;EOR
19520106;  1.3;EOR
19520107;  1.3;EOR
19520108;  2.3;EOR
19520109; -0.0;EOR
19520110;  1.4;EOR
19520111;  3.6;EOR
19520112;  4.1;EOR
19520113;  1.8;EOR
19520114;  1.1;EOR
19520115;  2.9;EOR
19520116;  3.1;EOR
19520117;  1.6;EOR
19520118;  1.7;EOR
19520119;  2.0;EOR
19520120;  0.8;EOR
19520121;  1.4;EOR
19520122;  2.0;EOR
19520123; -1.8;EOR
19520124; -1.6;EOR
19520125;  0.2;EOR
19520126; -0.7;EOR
19520127;  1.3;EOR
19520128; -0.5;EOR
19520129; -1.6;EOR
19520130; -1.7;EOR
19520131; -1.5;EOR
19520201;  1.0;EOR
19520202;  0.6;EOR
19520203; -0.5;EOR
19520204; -0.1;EOR
19520205;  1.4;EOR
19520206; -0.6;EOR
19520207; -0.7;EOR
19520208;  0.1;EOR
19520209;  0.3;EOR
19520210; -1.4;EOR
19520211;  2.5;EOR
19520212;  4.3;EOR
19520213; -0.0;EOR
19520214;  0.7;EOR
19520215;  2.5;EOR
19520216; -0.1;EOR
19520217; -0.4;EOR
19520218;  0.3;EOR
19520219; -1.3;EOR
19520220;  0.7;EOR
19520221;  1.3;EOR
19520222;  5.3;EOR
19520223;  4.5;EOR
19520224;  4.7;EOR
19520225;  4.8;EOR
19520226;  1.9;EOR
19520227;  4.4;EOR
19520228;  4.1;EOR
19520229;  3.4;EOR
19520301;  3.6;EOR
19520302;  1.4;EOR
19520303;  5.4;EOR
19520304;  3.5;EOR
19520305; -4.0;EOR
19520306; -3.1;EOR
19520307; -4.9;EOR
19520308; -1.0;EOR
19520309;  0.0;EOR
19520310;  1.0;EOR
19520311;  1.8;EOR
19520312;  2.9;EOR
19520313;  4.8;EOR
19520314;  0.5;EOR
19520315; -0.7;EOR
19520316;  1.9;EOR
19520317;  6.3;EOR
19520318;  6.0;EOR
19520319;  2.3;EOR
19520320;  3.1;EOR
19520321;  0.9;EOR
19520322;  2.9;EOR
19520323;  6.4;EOR
19520324;  6.5;EOR
19520325;  9.1;EOR
19520326;  5.7;EOR
19520327; -0.7;EOR
19520328; -0.4;EOR
19520329;  2.0;EOR
19520330;  9.7;EOR
19520331; 13.1;EOR
19520401; 13.7;EOR
19520402;  3.3;EOR
19520403;  4.9;EOR
19520404;  5.6;EOR
19520405;  4.8;EOR
19520406;  4.7;EOR
19520407;  9.3;EOR
19520408; 11.0;EOR
19520409; 12.6;EOR
19520410; 14.1;EOR
19520411; 14.8;EOR
19520412; 15.4;EOR
19520413; 16.9;EOR
19520414; 19.0;EOR
19520415; 18.3;EOR
19520416; 19.9;EOR
19520417; 18.3;EOR
19520418; 16.6;EOR
19520419; 16.8;EOR
19520420; 18.3;EOR
19520421; 18.9;EOR
19520422; 18.8;EOR
19520423; 20.8;EOR
19520424; 21.0;EOR
19520425; 20.9;EOR
19520426; 17.7;EOR
19520427; 17.0;EOR
19520428; 18.1;EOR
19520429; 17.7;EOR
19520430; 19.0;EOR
19520501; 20.7;EOR
19520502; 21.0;EOR
19520503; 21.2;EOR
19520504; 20.7;EOR
19520505; 20.0;EOR
19520506; 20.8;EOR
19520507; 20.5;EOR
19520508; 19.3;EOR
19520509; 19.3;EOR
19520510; 19.8;EOR
19520511; 20.5;EOR
19520512; 17.7;EOR
19520513; 13.7;EOR
19520514; 14.2;EOR
19520515; 14.5;EOR
19520516; 15.1;EOR
19520517;  9.0;EOR
19520518;  8.6;EOR
19520519; 10.7;EOR
19520520;  7.3;EOR
19520521;  9.9;EOR
19520522;  9.8;EOR
19520523; 12.1;EOR
19520524; 12.2;EOR
19520525; 10.5;EOR
19520526; 13.0;EOR
19520527; 15.0;EOR
19520528; 14.2;EOR
19520529; 16.9;EOR
19520530; 15.7;EOR
19520531; 19.6;EOR
19520601; 23.6;EOR
19520602; 23.6;EOR
19520603; 23.6;EOR
19520604; 17.7;EOR
19520605; 17.7;EOR
19520606; 19.8;EOR
19520607; 17.2;EOR
19520608; 17.9;EOR
19520609; 18.3;EOR
19520610; 16.5;EOR
19520611; 18.5;EOR
19520612; 17.9;EOR
19520613; 20.1;EOR
19520614; 21.2;EOR
19520615; 22.4;EOR
19520616; 22.5;EOR
19520617; 21.5;EOR
19520618; 25.9;EOR
19520619; 24.7;EOR
19520620; 21.1;EOR
19520621; 19.3;EOR
19520622; 21.0;EOR
19520623; 20.2;EOR
19520624; 15.4;EOR
19520625; 15.9;EOR
19520626; 15.1;EOR
19520627; 18.9;EOR
19520628; 20.9;EOR
19520629; 22.5;EOR
19520630; 24.5;EOR
19520701; 27.3;EOR
19520702; 26.7;EOR
19520703; 26.8;EOR
19520704; 27.6;EOR
19520705; 29.0;EOR
19520706; 23.9;EOR
19520707; 22.9;EOR
19520708; 21.3;EOR
19520709; 24.3;EOR
19520710; 26.4;EOR
19520711; 24.9;EOR
19520712; 25.2;EOR
19520713; 25.2;EOR
19520714; 27.4;EOR
19520715; 28.4;EOR
19520716; 20.9;EOR
19520717; 22.2;EOR
19520718; 22.7;EOR
19520719; 21.2;EOR
19520720; 21.7;EOR
19520721; 23.9;EOR
19520722; 25.3;EOR
19520723; 27.1;EOR
19520724; 21.3;EOR
19520725; 18.7;EOR
19520726; 18.5;EOR
19520727; 20.5;EOR
19520728; 25.6;EOR
19520729; 19.5;EOR
19520730; 21.9;EOR
19520731; 23.0;EOR
19520801; 23.3;EOR
19520802; 24.4;EOR
19520803; 25.7;EOR
19520804; 26.4;EOR
19520805; 25.1;EOR
19520806; 27.2;EOR
19520807; 28.4;EOR
19520808; 25.1;EOR
19520809; 26.5;EOR
19520810; 22.4;EOR
19520811; 24.4;EOR
19520812; 25.7;EOR
19520813; 27.2;EOR
19520814; 28.6;EOR
19520815; 29.7;EOR
19520816; 28.5;EOR
19520817; 24.6;EOR
19520818; 18.9;EOR
19520819; 20.9;EOR
19520820; 21.9;EOR
19520821; 21.2;EOR
19520822; 18.1;EOR
19520823; 17.7;EOR
19520824; 16.7;EOR
19520825; 17.3;EOR
19520826; 20.3;EOR
19520827; 23.0;EOR
19520828; 25.8;EOR
19520829; 21.7;EOR
19520830; 24.2;EOR
19520831; 26.0;EOR
19520901; 22.0;EOR
19520902; 22.2;EOR
19520903; 19.0;EOR
19520904; 20.0;EOR
19520905; 21.3;EOR
19520906; 21.2;EOR
19520907; 19.4;EOR
19520908; 15.8;EOR
19520909; 13.3;EOR
19520910; 14.0;EOR
19520911; 16.1;EOR
19520912; 19.3;EOR
19520913; 15.4;EOR
19520914; 12.9;EOR
19520915; 13.7;EOR
19520916; 12.1;EOR
19520917; 15.1;EOR
19520918; 16.7;EOR
19520919; 13.6;EOR
19520920;  9.9;EOR
19520921;  9.8;EOR
19520922; 12.3;EOR
19520923; 13.1;EOR
19520924; 15.1;EOR
19520925; 16.6;EOR
19520926; 13.3;EOR
19520927; 12.1;EOR
19520928; 12.6;EOR
19520929; 13.3;EOR
19520930; 13.4;EOR
19521001; 18.7;EOR
19521002; 16.4;EOR
19521003; 11.7;EOR
19521004;  9.9;EOR
19521005;  8.8;EOR
19521006;  9.2;EOR
19521007; 10.2;EOR
19521008;  8.6;EOR
19521009;  8.7;EOR
19521010;  9.4;EOR
19521011;  9.9;EOR
19521012;  6.6;EOR
19521013;  6.6;EOR
19521014;  8.9;EOR
19521015;  9.7;EOR
19521016; 10.0;EOR
19521017;  7.8;EOR
19521018;  6.0;EOR
19521019;  5.0;EOR
19521020;  6.7;EOR
19521021; 13.8;EOR
19521022; 14.2;EOR
19521023; 10.9;EOR
19521024; 13.2;EOR
19521025; 16.3;EOR
19521026; 13.3;EOR
19521027; 10.7;EOR
19521028; 10.0;EOR
19521029;  9.7;EOR
19521030; 12.3;EOR
19521031;  9.6;EOR
19521101;  8.8;EOR
19521102;  6.4;EOR
19521103;  8.2;EOR
19521104;  7.0;EOR
19521105;  5.5;EOR
19521106;  6.8;EOR
19521107;  7.4;EOR
19521108;  2.5;EOR
19521109;  2.8;EOR
19521110;  3.1;EOR
19521111;  1.4;EOR
19521112;  0.1;EOR
19521113;  2.2;EOR
19521114;  1.7;EOR
19521115;  0.8;EOR
19521116;  1.5;EOR
19521117;  3.6;EOR
19521118;  7.0;EOR
19521119;  9.8;EOR
19521120;  9.0;EOR
19521121;  8.1;EOR
19521122;  6.3;EOR
19521123;  4.6;EOR
19521124;  3.2;EOR
19521125;  2.0;EOR
19521126;  0.9;EOR
19521127;  2.2;EOR
19521128;  5.0;EOR
19521129;  8.2;EOR
19521130;  2.0;EOR
19521201;  3.7;EOR
19521202;  2.1;EOR
19521203; -0.7;EOR
19521204;  0.1;EOR
19521205; -2.6;EOR
19521206;  0.1;EOR
19521207;  1.1;EOR
19521208; -1.0;EOR
19521209; -4.3;EOR
19521210; -4.8;EOR
19521211; -0.8;EOR
19521212;  0.0;EOR
19521213;  3.3;EOR
19521214;  4.2;EOR
19521215;  6.5;EOR
19521216;  0.9;EOR
19521217; -0.6;EOR
19521218;  1.6;EOR
19521219;  2.4;EOR
19521220;  2.7;EOR
19521221;  2.6;EOR
19521222;  1.9;EOR
19521223;  1.0;EOR
19521224; -1.9;EOR
19521225; -1.7;EOR
19521226; -1.4;EOR
19521227;  0.2;EOR
19521228;  1.4;EOR
19521229;  2.2;EOR
19521230;  2.3;EOR
19521231;  2.7;EOR
19530101;  6.9;EOR
19530102;  4.3;EOR
19530103;  1.6;EOR
19530104;  0.8;EOR
19530105;  1.3;EOR
19530106;  2.0;EOR
19530107;  4.9;EOR
19530108;  4.5;EOR
19530109;  1.8;EOR
19530110;  0.1;EOR
19530111;  0.4;EOR
19530112; -0.4;EOR
19530113;  0.5;EOR
19530114; -0.3;EOR
19530115; -2.0;EOR
19530116; -2.9;EOR
19530117; -2.4;EOR
19530118; -2.7;EOR
19530119; -1.2;EOR
19530120; -1.0;EOR
19530121; -2.3;EOR
19530122;  1.8;EOR
19530123;  1.2;EOR
19530124;  1.1;EOR
19530125;  1.3;EOR
19530126;  0.3;EOR
19530127; -2.5;EOR
19530128;  5.0;EOR
19530129;  8.4;EOR
19530130;  7.1;EOR
19530131;  3.0;EOR
19530201;  3.6;EOR
19530202;  1.8;EOR
19530203;  1.1;EOR
19530204; -0.4;EOR
19530205;  0.2;EOR
19530206; -0.2;EOR
19530207; -1.4;EOR
19530208; -4.5;EOR
19530209; -4.8;EOR
19530210; -1.1;EOR
19530211; -0.0;EOR
19530212;  1.3;EOR
19530213;  1.6;EOR
19530214;  0.5;EOR
19530215;  2.4;EOR
19530216;  2.3;EOR
19530217; -1.8;EOR
19530218;  1.2;EOR
19530219;  6.3;EOR
19530220;  6.3;EOR
19530221;  8.1;EOR
19530222;  8.7;EOR
19530223;  9.1;EOR
19530224;  7.9;EOR
19530225;  4.6;EOR
19530226;  2.6;EOR
19530227;  5.5;EOR
19530228;  5.7;EOR
19530301;  5.8;EOR
19530302;  4.6;EOR
19530303;  8.0;EOR
19530304;  5.2;EOR
19530305;  4.3;EOR
19530306;  3.7;EOR
19530307;  8.3;EOR
19530308;  2.4;EOR
19530309;  2.3;EOR
19530310;  2.9;EOR
19530311;  1.6;EOR
19530312;  2.5;EOR
19530313; -1.6;EOR
19530314; -0.0;EOR
19530315;  2.3;EOR
19530316;  4.9;EOR
19530317;  5.4;EOR
19530318;  4.9;EOR
19530319;  6.0;EOR
19530320;  7.5;EOR
19530321;  8.2;EOR
19530322;  7.1;EOR
19530323; 10.3;EOR
19530324; 11.0;EOR
19530325; 13.4;EOR
19530326; 12.2;EOR
19530327; 13.7;EOR
19530328;  8.7;EOR
19530329; 12.1;EOR
19530330; 16.1;EOR
19530331; 15.5;EOR
19530401; 12.0;EOR
19530402; 12.7;EOR
19530403; 13.8;EOR
19530404; 15.1;EOR
19530405; 12.6;EOR
19530406; 15.2;EOR
19530407; 13.5;EOR
19530408; 12.7;EOR
19530409; 12.4;EOR
19530410; 13.5;EOR
19530411;  9.9;EOR
19530412;  9.4;EOR
19530413; 10.0;EOR
19530414; 11.1;EOR
19530415; 13.5;EOR
19530416; 10.9;EOR
19530417;  9.2;EOR
19530418; 10.8;EOR
19530419; 12.5;EOR
19530420; 11.3;EOR
19530421;  8.9;EOR
19530422; 13.0;EOR
19530423; 12.0;EOR
19530424; 13.5;EOR
19530425; 14.9;EOR
19530426; 15.6;EOR
19530427; 14.9;EOR
19530428; 13.4;EOR
19530429; 12.7;EOR
19530430;  9.3;EOR
19530501; 12.9;EOR
19530502; 15.6;EOR
19530503; 17.7;EOR
19530504; 15.0;EOR
19530505; 12.4;EOR
19530506; 11.7;EOR
19530507; 11.7;EOR
19530508; 10.4;EOR
19530509;  6.6;EOR
19530510;  6.2;EOR
19530511;  5.6;EOR
19530512; 12.5;EOR
19530513;  8.1;EOR
19530514; 10.4;EOR
19530515; 15.5;EOR
19530516; 17.8;EOR
19530517; 20.0;EOR
19530518; 20.3;EOR
19530519; 21.6;EOR
19530520; 21.3;EOR
19530521; 20.7;EOR
19530522; 17.0;EOR
19530523; 21.2;EOR
19530524; 22.9;EOR
19530525; 24.0;EOR
19530526; 22.0;EOR
19530527; 21.5;EOR
19530528; 15.5;EOR
19530529; 13.3;EOR
19530530; 14.0;EOR
19530531; 12.1;EOR
19530601; 13.7;EOR
19530602; 15.3;EOR
19530603; 13.2;EOR
19530604; 15.4;EOR
19530605; 17.3;EOR
19530606; 16.9;EOR
19530607; 19.9;EOR
19530608; 23.9;EOR
19530609; 21.7;EOR
19530610; 21.4;EOR
19530611; 20.3;EOR
19530612; 19.3;EOR
19530613; 19.9;EOR
19530614; 21.4;EOR
19530615; 19.9;EOR
19530616; 22.0;EOR
19530617; 22.5;EOR
19530618; 23.4;EOR
19530619; 20.5;EOR
19530620; 22.6;EOR
19530621; 23.9;EOR
19530622; 24.5;EOR
19530623; 24.0;EOR
19530624; 23.6;EOR
19530625; 20.7;EOR
19530626; 19.4;EOR
19530627; 21.8;EOR
19530628; 19.2;EOR
19530629; 20.2;EOR
19530630; 21.5;EOR
19530701; 23.9;EOR
19530702; 22.2;EOR
19530703; 22.6;EOR
19530704; 22.2;EOR
19530705; 22.3;EOR
19530706; 22.6;EOR
19530707; 22.9;EOR
19530708; 25.1;EOR
19530709; 26.3;EOR
19530710; 22.8;EOR
19530711; 17.6;EOR
19530712; 19.5;EOR
19530713; 20.0;EOR
19530714; 20.9;EOR
19530715; 20.1;EOR
19530716; 21.3;EOR
19530717; 23.5;EOR
19530718; 26.4;EOR
19530719; 20.4;EOR
19530720; 19.4;EOR
19530721; 22.2;EOR
19530722; 23.7;EOR
19530723; 26.3;EOR
19530724; 23.2;EOR
19530725; 23.1;EOR
19530726; 24.3;EOR
19530727; 25.6;EOR
19530728; 23.2;EOR
19530729; 24.7;EOR
19530730; 25.1;EOR
19530731; 18.4;EOR
19530801; 18.6;EOR
19530802; 18.7;EOR
19530803; 17.0;EOR
19530804; 17.6;EOR
19530805; 19.6;EOR
19530806; 16.7;EOR
19530807; 17.1;EOR
